Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Age 60+ Male,0.02360436,0.01132653,0.05029113,0.02228659,-0.001585855,0.001261834,0.001194932,0.001348625
All:LAG 7,0.002299883,0.003363299,0.020811398,0.006397559,-0.000668185,0.000363871,0.000431085,0.000402584
Female,-0.004955826,0.004450684,0.016790528,0.008472253,-0.000299314,0.000480399,-0.000391507,0.000543819
Male,0.00715803,0.003861989,0.023524288,0.007353021,-0.000915282,0.000418743,0.000971013,0.000460142
Warm All,-0.012905398,0.004079764,-0.02340255,0.0136259,9.01933E-05,0.000394547,-0.001091091,0.00048973
Warm Female,-0.02276,0.00529473,-0.0476857,0.01780995,0.000392239,0.000511043,-0.002385236,0.000658197
Warm Male,-0.006410237,0.004682969,-0.007813896,0.015560019,-0.000109472,0.00045322,-0.00027282,0.000538776
Cold All,0.011171522,0.002891807,0.02754517,0.00468695,-0.001281107,0.000336433,0.001230497,0.000348366
Cold Female,0.005110177,0.003914274,0.026139847,0.006346069,-0.00082818,0.000453469,0.000732174,0.000479817
Cold Male,0.015258,0.003326989,0.02851543,0.005405972,-0.001587681,0.000388314,0.001564604,0.000412778
Age 0-10 All,0.005641692,0.007094071,0.01220236,0.01347519,0.001394565,0.000750672,3.35654E-06,0.000866442
Age 0-10 Female,-0.000921353,0.009954124,0.005422187,0.01886158,0.002218449,0.001048234,-0.001363146,0.00124028
Age 0-10 Male,0.010620936,0.008811177,0.01741548,0.01676834,0.000763608,0.000936101,0.000991898,0.00109262
Age 11-60 All,0.001215924,0.003602119,0.021118312,0.006845531,-0.001041192,0.000389983,0.000351466,0.000433614
Age 11-60 Female,-0.004883808,0.005025325,0.018366202,0.009563295,-0.000654346,0.000542972,-0.000364547,0.000616568
Age 11-60 Male,0.004798402,0.004156949,0.022740272,0.007902482,-0.001269807,0.000450909,0.000765149,0.000494403
Age 60+All,0.005899395,0.007874979,0.03013397,0.01517878,-0.000702758,0.000869215,0.001563185,0.0009336
