Edmonton,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,,,Both,,,,,,,,,,,,,,,
Cold All,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Female,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cold Male,1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age 0-10 All,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age 0-10 Female,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Age 0-10 Male,1,1,0,1,1,0,-1,-1,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2
Age 11-60 All,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age 11-60 Female,1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Age 11-60 Male,1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,0,,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age 60+All,1,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Age 60+ Female,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2
Age 60+ Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
